locationA,locationB,avg_purchase_to_delivery_days,avg_carrier_to_delivery_days,on_time_delivery,late_delivery,on_time_carrier,late_carrier,punctuality_ratio,total_successful_deliveries
Buri Ram,Mukdahan,11.3125,8.275,75,5,70,10,0.9375,80
Buri Ram,Nakhon Nayok,10.383333333333333,6.833333333333333,56,4,53,7,0.9333333333333333,60
Buri Ram,Nakhon Pathom,11.192307692307692,7.230769230769231,26,0,20,6,1.0,26
Buri Ram,Nakhon Phanom,10.248704663212436,6.849740932642487,177,16,167,26,0.917098445595855,193
Buri Ram,Nakhon Ratchasima,12.152610441767068,8.738955823293173,225,24,215,34,0.9036144578313253,249
Buri Ram,Nakhon Sawan,13.894736842105264,11.578947368421053,17,2,17,2,0.8947368421052632,19
Buri Ram,Nakhon Si Thammarat,12.85,9.2,19,1,18,2,0.95,20
Buri Ram,Narathiwat,10.764705882352942,8.294117647058824,16,1,16,1,0.9411764705882353,17
Buri Ram,Nong Khai,11.891304347826088,8.847826086956522,41,5,44,2,0.8913043478260869,46
Buri Ram,Nonthaburi,11.428571428571429,7.0476190476190474,39,3,33,9,0.9285714285714286,42
Buri Ram,Pathum Thani,11.859649122807017,8.666666666666666,52,5,52,5,0.9122807017543859,57
Buri Ram,Pattani,9.9375,6.875,31,1,30,2,0.96875,32
Buri Ram,Phangnga,11.25,7.5,7,1,7,1,0.875,8
Buri Ram,Phatthalung,8.333333333333334,4.888888888888889,9,0,9,0,1.0,9
Buri Ram,Phetchaburi,13.615384615384615,10.692307692307692,12,1,12,1,0.9230769230769231,13
Buri Ram,Phra Nakhon Si Ayutthaya,12.177777777777777,8.5,82,8,80,10,0.9111111111111111,90
Buri Ram,Phrae,14.294117647058824,11.411764705882353,14,3,17,0,0.8235294117647058,17
Buri Ram,Phuket,13.0,8.666666666666666,2,1,2,1,0.6666666666666666,3
Buri Ram,Prachin Buri,13.065359477124183,9.764705882352942,138,15,132,21,0.9019607843137255,153
Buri Ram,Prachuap Khiri Khan,11.10344827586207,7.413793103448276,28,1,23,6,0.9655172413793104,29
Buri Ram,Ranong,15.25,11.0,8,0,8,0,1.0,8
Buri Ram,Ratchaburi,10.681818181818182,8.136363636363637,19,3,20,2,0.8636363636363636,22
Buri Ram,Rayong,10.906976744186046,7.906976744186046,81,5,79,7,0.9418604651162791,86
Buri Ram,Roi Et,10.597523219814242,7.405572755417957,312,11,285,38,0.9659442724458205,323
Buri Ram,Sa Kaeo,12.692307692307692,8.865384615384615,51,1,47,5,0.9807692307692307,52
Buri Ram,Sakon Nakhon,11.674897119341564,8.246913580246913,218,25,209,34,0.897119341563786,243
Buri Ram,Samut Prakan,9.095238095238095,5.571428571428571,78,6,77,7,0.9285714285714286,84
Buri Ram,Samut Sakhon,6.666666666666667,5.5,6,0,6,0,1.0,6
Buri Ram,Samut Songkhram,11.952380952380953,8.761904761904763,21,0,18,3,1.0,21
Buri Ram,Saraburi,11.1875,8.29375,151,9,153,7,0.94375,160
Buri Ram,Satun,12.8,11.4,10,0,10,0,1.0,10
Buri Ram,Si Sa Ket,12.224489795918368,9.076190476190476,664,71,654,81,0.9034013605442177,735
Buri Ram,Sing Buri,15.25531914893617,11.787234042553191,42,5,44,3,0.8936170212765957,47
Buri Ram,Songkhla,9.071428571428571,4.142857142857143,14,0,11,3,1.0,14
Buri Ram,Sukhothai,11.333333333333334,7.5,6,0,6,0,1.0,6
Buri Ram,Suphan Buri,14.636363636363637,12.454545454545455,9,2,9,2,0.8181818181818182,11
Buri Ram,Surat Thani,11.2,9.0,5,0,5,0,1.0,5
Buri Ram,Surin,11.767857142857142,8.181547619047619,302,34,290,46,0.8988095238095238,336
Buri Ram,Tak,12.875,10.25,14,2,14,2,0.875,16
Buri Ram,Trang,11.166666666666666,7.833333333333333,10,2,12,0,0.8333333333333334,12
Buri Ram,Trat,9.954128440366972,7.018348623853211,102,7,98,11,0.9357798165137615,109
Buri Ram,Ubon Ratchathani,11.282229965156795,8.062717770034844,273,14,259,28,0.9512195121951219,287
Buri Ram,Udon Thani,12.029411764705882,8.872549019607844,97,5,96,6,0.9509803921568627,102
Buri Ram,Uthai Thani,12.76923076923077,9.615384615384615,12,1,12,1,0.9230769230769231,13
Buri Ram,Uttaradit,10.866666666666667,7.266666666666667,15,0,12,3,1.0,15
Buri Ram,Yala,7.333333333333333,4.333333333333333,3,0,3,0,1.0,3
Buri Ram,Yasothon,11.33,8.22,92,8,95,5,0.92,100
Chachoengsao,Chachoengsao,12.60625,8.68125,148,12,134,26,0.925,160
Chachoengsao,Chai Nat,9.630434782608695,7.217391304347826,87,5,85,7,0.9456521739130435,92
Chachoengsao,Chaiyaphum,11.288732394366198,7.485915492957746,136,6,118,24,0.9577464788732394,142
Chachoengsao,Chanthaburi,13.024,9.776,112,13,118,7,0.896,125
Chachoengsao,Chiang Mai,14.377510040160642,9.373493975903614,227,22,219,30,0.9116465863453815,249
Chachoengsao,Chon Buri,10.952830188679245,7.8584905660377355,103,3,99,7,0.9716981132075472,106
Chachoengsao,Chumphon,11.37704918032787,8.78688524590164,58,3,57,4,0.9508196721311475,61
Chachoengsao,Kalasin,13.24025974025974,9.746753246753247,287,21,274,34,0.9318181818181818,308
Chachoengsao,Kamphaeng Phet,13.742857142857142,8.771428571428572,33,2,26,9,0.9428571428571428,35
Chachoengsao,Kanchanaburi,17.9375,13.8125,14,2,14,2,0.875,16
Chachoengsao,Khon Kaen,12.404411764705882,9.330882352941176,127,9,126,10,0.9338235294117647,136
Chachoengsao,Krabi,16.55,11.3,18,2,17,3,0.9,20
Chachoengsao,Lampang,10.543478260869565,7.293478260869565,84,8,85,7,0.9130434782608695,92
Chachoengsao,Lamphun,13.416666666666666,9.9,57,3,57,3,0.95,60
Chachoengsao,Loei,13.083333333333334,10.366666666666667,58,2,56,4,0.9666666666666667,60
Chachoengsao,Lop Buri,12.390070921985815,8.851063829787234,133,8,127,14,0.9432624113475178,141
Chachoengsao,Maha Sarakham,13.211320754716981,9.622641509433961,240,25,240,25,0.9056603773584906,265
Chachoengsao,Mukdahan,13.026315789473685,9.412280701754385,107,7,99,15,0.9385964912280702,114
Chachoengsao,Nakhon Nayok,14.36734693877551,11.061224489795919,89,9,86,12,0.9081632653061225,98
Chachoengsao,Nakhon Pathom,9.514285714285714,6.885714285714286,35,0,34,1,1.0,35
Chachoengsao,Nakhon Phanom,13.152985074626866,9.686567164179104,242,26,247,21,0.9029850746268657,268
Chachoengsao,Nakhon Ratchasima,12.950437317784257,9.457725947521865,311,32,312,31,0.9067055393586005,343
Chachoengsao,Nakhon Sawan,12.170731707317072,9.268292682926829,38,3,37,4,0.926829268292683,41
Chachoengsao,Nakhon Si Thammarat,13.542857142857143,9.257142857142858,34,1,29,6,0.9714285714285714,35
Chachoengsao,Narathiwat,11.066666666666666,7.8,14,1,15,0,0.9333333333333333,15
Chachoengsao,Nong Khai,13.13888888888889,10.027777777777779,31,5,35,1,0.8611111111111112,36
Chachoengsao,Nonthaburi,12.46808510638298,8.382978723404255,43,4,41,6,0.9148936170212766,47
Chachoengsao,Pathum Thani,11.170731707317072,7.695121951219512,76,6,75,7,0.926829268292683,82
Chachoengsao,Pattani,12.551724137931034,9.022988505747126,80,7,81,6,0.9195402298850575,87
Chachoengsao,Phangnga,13.571428571428571,10.571428571428571,6,1,7,0,0.8571428571428571,7
Chachoengsao,Phatthalung,11.88888888888889,8.666666666666666,9,0,8,1,1.0,9
Chachoengsao,Phetchaburi,12.473684210526315,8.68421052631579,17,2,16,3,0.8947368421052632,19
Chachoengsao,Phra Nakhon Si Ayutthaya,12.147727272727273,8.284090909090908,82,6,76,12,0.9318181818181818,88
Chachoengsao,Phrae,12.67741935483871,9.290322580645162,29,2,30,1,0.9354838709677419,31
Chachoengsao,Phuket,10.5,7.875,8,0,8,0,1.0,8
Chachoengsao,Prachin Buri,13.536170212765958,9.731914893617022,209,26,209,26,0.8893617021276595,235
Chachoengsao,Prachuap Khiri Khan,12.176470588235293,8.764705882352942,33,1,28,6,0.9705882352941176,34
Chachoengsao,Ranong,12.476190476190476,8.952380952380953,18,3,19,2,0.8571428571428571,21
Chachoengsao,Ratchaburi,14.131578947368421,10.5,36,2,33,5,0.9473684210526315,38
Chachoengsao,Rayong,11.289156626506024,8.421686746987952,77,6,79,4,0.927710843373494,83
Chachoengsao,Roi Et,12.306976744186047,8.80232558139535,384,46,396,34,0.8930232558139535,430
Chachoengsao,Sa Kaeo,13.51,10.13,92,8,89,11,0.92,100
Chachoengsao,Sakon Nakhon,12.71111111111111,9.275,334,26,323,37,0.9277777777777778,360
Chachoengsao,Samut Prakan,10.603174603174603,7.492063492063492,62,1,59,4,0.9841269841269841,63
Chachoengsao,Samut Sakhon,10.76923076923077,7.1923076923076925,25,1,25,1,0.9615384615384616,26
Chachoengsao,Samut Songkhram,10.857142857142858,7.738095238095238,39,3,37,5,0.9285714285714286,42
Chachoengsao,Saraburi,11.54601226993865,8.883435582822086,152,11,157,6,0.9325153374233128,163
Chachoengsao,Satun,12.733333333333333,9.4,15,0,15,0,1.0,15
Chachoengsao,Si Sa Ket,12.683574879227054,9.431159420289855,745,83,741,87,0.8997584541062802,828
Chachoengsao,Sing Buri,12.509803921568627,9.882352941176471,47,4,51,0,0.9215686274509803,51
Chachoengsao,Songkhla,10.625,7.9375,16,0,15,1,1.0,16
Chachoengsao,Sukhothai,10.88888888888889,8.222222222222221,9,0,9,0,1.0,9
Chachoengsao,Suphan Buri,27.555555555555557,23.666666666666668,4,5,9,0,0.4444444444444444,9
Chachoengsao,Surat Thani,17.09090909090909,13.909090909090908,10,1,11,0,0.9090909090909091,11
Chachoengsao,Surin,12.569920844327177,9.216358839050132,348,31,360,19,0.9182058047493403,379
Chachoengsao,Tak,14.11111111111111,10.666666666666666,17,1,16,2,0.9444444444444444,18
Chachoengsao,Trang,11.636363636363637,9.454545454545455,9,2,11,0,0.8181818181818182,11
Chachoengsao,Trat,13.573770491803279,10.040983606557377,111,11,105,17,0.9098360655737705,122
Chachoengsao,Ubon Ratchathani,11.722527472527473,8.62087912087912,338,26,340,24,0.9285714285714286,364
Chachoengsao,Udon Thani,12.793388429752065,8.380165289256198,118,3,104,17,0.9752066115702479,121
Chachoengsao,Uthai Thani,16.4390243902439,12.536585365853659,38,3,36,5,0.926829268292683,41
Chachoengsao,Uttaradit,18.5,15.5,24,6,28,2,0.8,30
Chachoengsao,Yala,18.0,14.333333333333334,3,0,2,1,1.0,3
Chachoengsao,Yasothon,11.82638888888889,8.76388888888889,135,9,134,10,0.9375,144
Chai Nat,Chai Nat,8.0,4.666666666666667,3,0,3,0,1.0,3
Chai Nat,Chaiyaphum,9.448717948717949,7.256410256410256,74,4,75,3,0.9487179487179487,78
Chai Nat,Chanthaburi,10.205882352941176,8.294117647058824,34,0,34,0,1.0,34
Chai Nat,Chiang Mai,9.80232558139535,7.593023255813954,79,7,82,4,0.9186046511627907,86
Chai Nat,Chon Buri,10.552631578947368,8.394736842105264,34,4,36,2,0.8947368421052632,38
Chai Nat,Chumphon,10.666666666666666,8.520833333333334,46,2,48,0,0.9583333333333334,48
Chai Nat,Kalasin,10.628787878787879,8.280303030303031,117,15,129,3,0.8863636363636364,132
Chai Nat,Kamphaeng Phet,9.535714285714286,7.821428571428571,27,1,28,0,0.9642857142857143,28
Chai Nat,Kanchanaburi,13.285714285714286,10.571428571428571,5,2,7,0,0.7142857142857143,7
Chai Nat,Khon Kaen,10.5,7.113636363636363,41,3,39,5,0.9318181818181818,44
Chai Nat,Krabi,17.933333333333334,15.8,13,2,15,0,0.8666666666666667,15
Chai Nat,Lampang,10.461538461538462,8.538461538461538,34,5,38,1,0.8717948717948718,39
Chai Nat,Lamphun,10.066666666666666,7.633333333333334,30,0,28,2,1.0,30
Chai Nat,Loei,10.3125,6.1875,15,1,12,4,0.9375,16
Chai Nat,Lop Buri,9.714285714285714,7.857142857142857,34,1,35,0,0.9714285714285714,35
Chai Nat,Maha Sarakham,7.444444444444445,5.401709401709402,114,3,110,7,0.9743589743589743,117
Chai Nat,Mukdahan,9.87719298245614,8.403508771929825,50,7,56,1,0.8771929824561403,57
Chai Nat,Nakhon Nayok,10.976744186046512,9.069767441860465,38,5,43,0,0.8837209302325582,43
Chai Nat,Nakhon Pathom,7.529411764705882,5.823529411764706,32,2,34,0,0.9411764705882353,34
Chai Nat,Nakhon Phanom,11.053191489361701,8.893617021276595,87,7,92,2,0.925531914893617,94
Chai Nat,Nakhon Ratchasima,10.245161290322581,8.09032258064516,142,13,148,7,0.9161290322580645,155
Chai Nat,Nakhon Sawan,8.61111111111111,7.0,17,1,18,0,0.9444444444444444,18
Chai Nat,Nakhon Si Thammarat,9.578947368421053,7.157894736842105,18,1,18,1,0.9473684210526315,19
Chai Nat,Narathiwat,7.75,6.333333333333333,12,0,12,0,1.0,12
Chai Nat,Nong Khai,8.6,7.2,4,1,5,0,0.8,5
Chai Nat,Nonthaburi,6.125,3.625,16,0,16,0,1.0,16
Chai Nat,Pathum Thani,15.625,13.5,5,3,7,1,0.625,8
Chai Nat,Pattani,10.142857142857142,6.959183673469388,46,3,41,8,0.9387755102040817,49
Chai Nat,Phangnga,7.714285714285714,5.714285714285714,7,0,7,0,1.0,7
Chai Nat,Phatthalung,9.222222222222221,8.333333333333334,8,1,9,0,0.8888888888888888,9
Chai Nat,Phetchaburi,9.647058823529411,8.176470588235293,17,0,17,0,1.0,17
Chai Nat,Phra Nakhon Si Ayutthaya,8.142857142857142,5.714285714285714,7,0,7,0,1.0,7
Chai Nat,Phrae,5.8125,4.6875,16,0,16,0,1.0,16
Chai Nat,Phuket,6.6,4.6,5,0,5,0,1.0,5
Chai Nat,Prachin Buri,8.9438202247191,6.977528089887641,82,7,88,1,0.9213483146067416,89
Chai Nat,Prachuap Khiri Khan,6.483870967741935,4.935483870967742,31,0,31,0,1.0,31
Chai Nat,Ranong,8.357142857142858,6.928571428571429,14,0,14,0,1.0,14
Chai Nat,Ratchaburi,6.958333333333333,5.333333333333333,23,1,24,0,0.9583333333333334,24
Chai Nat,Rayong,12.08,10.04,24,1,25,0,0.96,25
Chai Nat,Roi Et,9.337142857142856,7.0285714285714285,164,11,167,8,0.9371428571428572,175
Chai Nat,Sa Kaeo,11.694915254237289,9.23728813559322,54,5,55,4,0.9152542372881356,59
Chai Nat,Sakon Nakhon,10.381294964028777,8.194244604316546,125,14,133,6,0.8992805755395683,139
Chai Nat,Samut Prakan,6.882352941176471,5.235294117647059,17,0,17,0,1.0,17
Chai Nat,Samut Sakhon,10.4,7.4,9,1,9,1,0.9,10
Chai Nat,Samut Songkhram,8.64,7.04,24,1,25,0,0.96,25
Chai Nat,Saraburi,12.333333333333334,8.375,22,2,22,2,0.9166666666666666,24
Chai Nat,Satun,4.857142857142857,2.857142857142857,6,1,7,0,0.8571428571428571,7
Chai Nat,Si Sa Ket,11.371428571428572,9.278571428571428,125,15,131,9,0.8928571428571429,140
Chai Nat,Sing Buri,10.222222222222221,7.0,7,2,7,2,0.7777777777777778,9
Chai Nat,Songkhla,6.461538461538462,5.0,13,0,13,0,1.0,13
Chai Nat,Sukhothai,9.0,7.5,12,0,12,0,1.0,12
Chai Nat,Suphan Buri,11.0,9.083333333333334,11,1,11,1,0.9166666666666666,12
Chai Nat,Surat Thani,9.857142857142858,8.285714285714286,13,1,14,0,0.9285714285714286,14
Chai Nat,Surin,7.613636363636363,5.806818181818182,85,3,86,2,0.9659090909090909,88
Chai Nat,Tak,13.785714285714286,12.214285714285714,14,0,13,1,1.0,14
Chai Nat,Trang,7.5,6.75,8,0,8,0,1.0,8
Chai Nat,Trat,14.266666666666667,11.966666666666667,23,7,29,1,0.7666666666666667,30
Chai Nat,Ubon Ratchathani,9.47008547008547,7.564102564102564,113,4,115,2,0.9658119658119658,117
Chai Nat,Udon Thani,9.5,7.666666666666667,5,1,6,0,0.8333333333333334,6
Chai Nat,Uthai Thani,10.0,8.344827586206897,28,1,28,1,0.9655172413793104,29
Chai Nat,Uttaradit,11.2,9.16,22,3,25,0,0.88,25
Chai Nat,Yala,8.5,7.0,2,0,2,0,1.0,2
Chai Nat,Yasothon,8.5625,6.958333333333333,47,1,47,1,0.9791666666666666,48
Chaiyaphum,Chaiyaphum,9.868421052631579,6.631578947368421,36,2,32,6,0.9473684210526315,38
Chaiyaphum,Chanthaburi,12.25,9.525,73,7,76,4,0.9125,80
Chaiyaphum,Chiang Mai,17.50381679389313,10.67175572519084,113,18,95,36,0.8625954198473282,131
Chaiyaphum,Chon Buri,11.920634920634921,8.047619047619047,55,8,56,7,0.873015873015873,63
Chaiyaphum,Chumphon,10.285714285714286,7.5,12,2,13,1,0.8571428571428571,14
Chaiyaphum,Kalasin,11.6640625,8.3359375,113,15,119,9,0.8828125,128
Chaiyaphum,Kamphaeng Phet,15.5,10.285714285714286,9,5,10,4,0.6428571428571429,14
Chaiyaphum,Kanchanaburi,9.25,7.0,4,0,4,0,1.0,4
Chaiyaphum,Khon Kaen,12.584905660377359,8.754716981132075,48,5,47,6,0.9056603773584906,53
Chaiyaphum,Krabi,11.222222222222221,6.888888888888889,9,0,8,1,1.0,9
Chaiyaphum,Lampang,9.95,6.733333333333333,55,5,51,9,0.9166666666666666,60
Chaiyaphum,Lamphun,8.931034482758621,5.793103448275862,27,2,27,2,0.9310344827586207,29
Chaiyaphum,Loei,10.8,8.022222222222222,44,1,40,5,0.9777777777777777,45
Chaiyaphum,Lop Buri,9.845070422535212,7.380281690140845,68,3,65,6,0.9577464788732394,71
Chaiyaphum,Maha Sarakham,10.634146341463415,7.276422764227642,113,10,109,14,0.9186991869918699,123
Chaiyaphum,Mukdahan,11.666666666666666,6.743589743589744,36,3,32,7,0.9230769230769231,39
Chaiyaphum,Nakhon Nayok,11.195121951219512,8.341463414634147,38,3,37,4,0.926829268292683,41
Chaiyaphum,Nakhon Pathom,10.615384615384615,6.0,12,1,11,2,0.9230769230769231,13
Chaiyaphum,Nakhon Phanom,9.841584158415841,6.861386138613861,93,8,94,7,0.9207920792079208,101
Chaiyaphum,Nakhon Ratchasima,11.0,7.855345911949685,151,8,148,11,0.949685534591195,159
Chaiyaphum,Nakhon Sawan,10.2,8.0,5,0,5,0,1.0,5
Chaiyaphum,Nakhon Si Thammarat,8.625,6.25,8,0,8,0,1.0,8
Chaiyaphum,Narathiwat,10.0,8.2,9,1,9,1,0.9,10
Chaiyaphum,Nong Khai,9.424242424242424,7.333333333333333,33,0,33,0,1.0,33
Chaiyaphum,Nonthaburi,9.675675675675675,6.378378378378378,37,0,33,4,1.0,37
Chaiyaphum,Pathum Thani,11.5,8.633333333333333,27,3,28,2,0.9,30
Chaiyaphum,Pattani,11.307692307692308,8.192307692307692,25,1,24,2,0.9615384615384616,26
Chaiyaphum,Phangnga,11.0,9.0,2,0,2,0,1.0,2
Chaiyaphum,Phatthalung,12.0,9.545454545454545,10,1,9,2,0.9090909090909091,11
Chaiyaphum,Phetchaburi,11.571428571428571,6.714285714285714,7,0,7,0,1.0,7
Chaiyaphum,Phra Nakhon Si Ayutthaya,11.46774193548387,6.887096774193548,60,2,40,22,0.967741935483871,62
Chaiyaphum,Phrae,15.333333333333334,13.0,6,0,6,0,1.0,6
Chaiyaphum,Phuket,10.0,6.0,1,0,1,0,1.0,1
Chaiyaphum,Prachin Buri,11.70103092783505,8.989690721649485,89,8,90,7,0.9175257731958762,97
Chaiyaphum,Prachuap Khiri Khan,10.071428571428571,6.285714285714286,14,0,12,2,1.0,14
Chaiyaphum,Ranong,11.0,8.0,4,0,3,1,1.0,4
Chaiyaphum,Ratchaburi,10.375,7.0,8,0,8,0,1.0,8
Chaiyaphum,Rayong,8.266666666666667,5.777777777777778,45,0,43,2,1.0,45
Chaiyaphum,Roi Et,10.43010752688172,7.32258064516129,168,18,172,14,0.9032258064516129,186
Chaiyaphum,Sa Kaeo,11.46875,8.15625,30,2,28,4,0.9375,32
Chaiyaphum,Sakon Nakhon,9.854014598540147,7.386861313868613,125,12,128,9,0.9124087591240876,137
Chaiyaphum,Samut Prakan,9.742857142857142,6.371428571428571,35,0,29,6,1.0,35
Chaiyaphum,Samut Sakhon,9.285714285714286,4.428571428571429,7,0,5,2,1.0,7
Chaiyaphum,Samut Songkhram,14.214285714285714,11.071428571428571,12,2,13,1,0.8571428571428571,14
Chaiyaphum,Saraburi,13.053030303030303,10.386363636363637,122,10,131,1,0.9242424242424242,132
Chaiyaphum,Satun,7.2,4.2,5,0,5,0,1.0,5
Chaiyaphum,Si Sa Ket,13.009153318077804,9.292906178489703,388,49,394,43,0.8878718535469108,437
Chaiyaphum,Sing Buri,12.741935483870968,9.451612903225806,27,4,28,3,0.8709677419354839,31
Chaiyaphum,Songkhla,9.333333333333334,7.833333333333333,6,0,6,0,1.0,6
Chaiyaphum,Sukhothai,6.166666666666667,4.5,3,3,6,0,0.5,6
Chaiyaphum,Suphan Buri,8.2,6.6,5,0,5,0,1.0,5
Chaiyaphum,Surat Thani,12.8,9.6,4,1,5,0,0.8,5
Chaiyaphum,Surin,12.403940886699507,8.650246305418719,187,16,175,28,0.9211822660098522,203
Chaiyaphum,Tak,10.6,8.0,5,0,5,0,1.0,5
Chaiyaphum,Trang,6.666666666666667,3.6666666666666665,3,0,3,0,1.0,3
Chaiyaphum,Trat,15.824561403508772,12.473684210526315,46,11,48,9,0.8070175438596491,57
Chaiyaphum,Ubon Ratchathani,11.335329341317365,8.173652694610778,158,9,150,17,0.9461077844311377,167
Chaiyaphum,Udon Thani,12.164383561643836,9.164383561643836,70,3,71,2,0.958904109589041,73
Chaiyaphum,Uthai Thani,12.1,8.1,9,1,8,2,0.9,10
Chaiyaphum,Uttaradit,11.1,8.6,7,3,8,2,0.7,10
Chaiyaphum,Yala,8.75,6.5,4,0,4,0,1.0,4
Chaiyaphum,Yasothon,10.294117647058824,7.196078431372549,48,3,46,5,0.9411764705882353,51
Chanthaburi,Chanthaburi,11.48,9.24,24,1,23,2,0.96,25
Chanthaburi,Chiang Mai,13.5625,9.080357142857142,105,7,101,11,0.9375,112
Chanthaburi,Chon Buri,13.071428571428571,10.267857142857142,49,7,54,2,0.875,56
Chanthaburi,Chumphon,13.11111111111111,10.962962962962964,24,3,24,3,0.8888888888888888,27
Chanthaburi,Kalasin,12.169117647058824,9.580882352941176,124,12,125,11,0.9117647058823529,136
Chanthaburi,Kamphaeng Phet,10.407407407407407,8.037037037037036,26,1,26,1,0.9629629629629629,27
Chanthaburi,Kanchanaburi,9.666666666666666,5.888888888888889,7,2,7,2,0.7777777777777778,9
Chanthaburi,Khon Kaen,14.903846153846153,11.961538461538462,42,10,46,6,0.8076923076923077,52
Chanthaburi,Krabi,10.375,7.75,8,0,7,1,1.0,8
Chanthaburi,Lampang,11.61111111111111,8.666666666666666,34,2,31,5,0.9444444444444444,36
Chanthaburi,Lamphun,11.303030303030303,9.515151515151516,31,2,33,0,0.9393939393939394,33
Chanthaburi,Loei,11.3,8.45,19,1,18,2,0.95,20
Chanthaburi,Lop Buri,13.622641509433961,10.60377358490566,45,8,46,7,0.8490566037735849,53
Chanthaburi,Maha Sarakham,12.325581395348838,9.37984496124031,118,11,123,6,0.9147286821705426,129
Chanthaburi,Mukdahan,11.345454545454546,8.836363636363636,51,4,50,5,0.9272727272727272,55
Chanthaburi,Nakhon Nayok,12.136363636363637,9.318181818181818,41,3,41,3,0.9318181818181818,44
Chanthaburi,Nakhon Pathom,8.653846153846153,6.3076923076923075,25,1,22,4,0.9615384615384616,26
Chanthaburi,Nakhon Phanom,11.785046728971963,8.981308411214954,100,7,97,10,0.9345794392523364,107
Chanthaburi,Nakhon Ratchasima,11.96551724137931,8.718390804597702,156,18,155,19,0.896551724137931,174
Chanthaburi,Nakhon Sawan,11.681818181818182,9.272727272727273,20,2,21,1,0.9090909090909091,22
Chanthaburi,Nakhon Si Thammarat,11.4,8.533333333333333,14,1,12,3,0.9333333333333333,15
Chanthaburi,Narathiwat,10.571428571428571,7.214285714285714,13,1,11,3,0.9285714285714286,14
Chanthaburi,Nong Khai,10.944444444444445,8.833333333333334,15,3,16,2,0.8333333333333334,18
Chanthaburi,Nonthaburi,12.272727272727273,10.363636363636363,21,1,20,2,0.9545454545454546,22
Chanthaburi,Pathum Thani,12.285714285714286,9.464285714285714,26,2,26,2,0.9285714285714286,28
Chanthaburi,Pattani,10.666666666666666,8.117647058823529,48,3,48,3,0.9411764705882353,51
Chanthaburi,Phangnga,8.5,5.2,10,0,9,1,1.0,10
Chanthaburi,Phatthalung,10.5,8.0,6,0,6,0,1.0,6
Chanthaburi,Phetchaburi,18.25,15.875,6,2,8,0,0.75,8
Chanthaburi,Phra Nakhon Si Ayutthaya,10.32258064516129,7.806451612903226,30,1,29,2,0.967741935483871,31
Chanthaburi,Phrae,13.941176470588236,10.764705882352942,14,3,15,2,0.8235294117647058,17
Chanthaburi,Phuket,13.166666666666666,10.666666666666666,6,0,6,0,1.0,6
Chanthaburi,Prachin Buri,12.411764705882353,9.411764705882353,64,4,63,5,0.9411764705882353,68
Chanthaburi,Prachuap Khiri Khan,8.681818181818182,6.454545454545454,19,3,21,1,0.8636363636363636,22
Chanthaburi,Ranong,13.076923076923077,10.384615384615385,9,4,11,2,0.6923076923076923,13
Chanthaburi,Ratchaburi,14.842105263157896,9.68421052631579,16,3,16,3,0.8421052631578947,19
Chanthaburi,Rayong,12.448275862068966,10.10344827586207,28,1,26,3,0.9655172413793104,29
Chanthaburi,Roi Et,11.516908212560386,8.734299516908212,188,19,189,18,0.9082125603864735,207
Chanthaburi,Sa Kaeo,14.375,10.925,36,4,34,6,0.9,40
Chanthaburi,Sakon Nakhon,11.54225352112676,8.661971830985916,131,11,128,14,0.9225352112676056,142
Chanthaburi,Samut Prakan,9.133333333333333,7.433333333333334,28,2,29,1,0.9333333333333333,30
Chanthaburi,Samut Sakhon,10.181818181818182,6.363636363636363,10,1,9,2,0.9090909090909091,11
Chanthaburi,Samut Songkhram,14.681818181818182,11.5,19,3,21,1,0.8636363636363636,22
Chanthaburi,Saraburi,12.629032258064516,10.14516129032258,56,6,58,4,0.9032258064516129,62
Chanthaburi,Satun,14.714285714285714,11.857142857142858,6,1,7,0,0.8571428571428571,7
Chanthaburi,Si Sa Ket,13.143322475570033,10.133550488599349,280,27,275,32,0.9120521172638436,307
Chanthaburi,Sing Buri,13.694444444444445,9.833333333333334,35,1,30,6,0.9722222222222222,36
Chanthaburi,Songkhla,9.375,7.375,16,0,16,0,1.0,16
Chanthaburi,Sukhothai,17.0,14.375,6,2,8,0,0.75,8
Chanthaburi,Suphan Buri,13.0,8.875,8,0,7,1,1.0,8
Chanthaburi,Surat Thani,9.0,7.0,4,0,4,0,1.0,4
Chanthaburi,Surin,12.227586206896552,9.289655172413793,130,15,132,13,0.896551724137931,145
Chanthaburi,Tak,10.8125,8.375,13,3,13,3,0.8125,16
Chanthaburi,Trang,13.3,10.3,9,1,9,1,0.9,10
Chanthaburi,Trat,11.75609756097561,8.634146341463415,38,3,38,3,0.926829268292683,41
Chanthaburi,Ubon Ratchathani,13.882352941176471,11.058823529411764,139,14,138,15,0.9084967320261438,153
Chanthaburi,Udon Thani,13.8,10.04,46,4,44,6,0.92,50
Chanthaburi,Uthai Thani,14.774193548387096,12.67741935483871,27,4,31,0,0.8709677419354839,31
Chanthaburi,Uttaradit,11.875,9.5625,14,2,14,2,0.875,16
Chanthaburi,Yala,19.0,15.333333333333334,3,0,3,0,1.0,3
Chanthaburi,Yasothon,10.793103448275861,8.327586206896552,56,2,53,5,0.9655172413793104,58
Chiang Mai,Chiang Mai,15.245454545454546,7.345454545454546,100,10,86,24,0.9090909090909091,110
Chiang Mai,Chon Buri,12.711711711711711,7.297297297297297,106,5,97,14,0.954954954954955,111
