object_id,shape,admin0_name_en,admin0_name_th,admin0_pcode,admin1_name_en,admin1_name_th,admin1_pcode,admin2_name_en,admin2_name_th,admin2_pcode,admin3_name_en,admin3_name_th,admin3_pcode,shape_length,shape_area
5900,Polygon,Thailand,ประเทศไทย,TH,Loei,เลย,TH42,Phu Ruea,ภูเรือ,TH4207,Santom,สานตม,TH420706,0.414172,0.006331
5901,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Huai Rat,ห้วยราช,TH3116,Sanuan,สนวน,TH311605,0.229653,0.002349
5902,Polygon,Thailand,ประเทศไทย,TH,Chachoengsao,ฉะเชิงเทรา,TH24,Bang Khla,บางคล้า,TH2402,Sao Cha-Ngok,สาวชะโงก,TH240211,0.161584,0.000947
5903,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Phra Nakhon,พระนคร,TH1001,Sao Chingcha,เสาชิงช้า,TH100106,0.01457,0.000013
5904,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Nong Hong,หนองหงส์,TH3114,Sao Diao,เสาเดียว,TH311405,0.361225,0.004363
5905,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Nong Hi,หนองฮี,TH4519,Sao Hae,สาวแห,TH451902,0.277164,0.002019
5906,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Sao Hai,เสาไห้,TH1910,Sao Hai,เสาไห้,TH191001,0.100427,0.000537
5907,Polygon,Thailand,ประเทศไทย,TH,Mae Hong Son,แม่ฮ่องสอน,TH58,Mae Sariang,แม่สะเรียง,TH5804,Sao Hin,เสาหิน,TH580406,1.110844,0.039386
5908,Polygon,Thailand,ประเทศไทย,TH,Kalasin,กาฬสินธุ์,TH46,Nong Kung Si,หนองกุงศรี,TH4612,Sao Lao,เสาเล้า,TH461205,0.402197,0.007556
5909,Polygon,Thailand,ประเทศไทย,TH,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Sichon,สิชล,TH8014,Sao Phao,เสาเภา,TH801404,0.315949,0.003327
5910,Polygon,Thailand,ประเทศไทย,TH,Ang Thong,อ่างทอง,TH15,Wiset Chai Chan,วิเศษชัยชาญ,TH1506,Sao Rong Hai,สาวร้องไห้,TH150604,0.264493,0.002465
5911,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Bang Pahan,บางปะหัน,TH1407,Sao Thong,เสาธง,TH140704,0.117846,0.000536
5912,Polygon,Thailand,ประเทศไทย,TH,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Ron Phibun,ร่อนพิบูลย์,TH8013,Sao Thong,เสาธง,TH801303,0.380637,0.002421
5913,Polygon,Thailand,ประเทศไทย,TH,Si Sa Ket,ศรีสะเกษ,TH33,Kantharalak,กันทรลักษ์,TH3304,Sao Thong Chai,เสาธงชัย,TH330419,0.572032,0.010456
5914,Polygon,Thailand,ประเทศไทย,TH,Nonthaburi,นนทบุรี,TH12,Bang Yai,บางใหญ่,TH1203,Sao Thong Hin,เสาธงหิน,TH120304,0.174799,0.000903
5915,Polygon,Thailand,ประเทศไทย,TH,Chumphon,ชุมพร,TH86,Tha Sae,ท่าแซะ,TH8602,Sap Anan,ทรัพย์อนันต์,TH860209,0.275639,0.002847
5916,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Tha Luang,ท่าหลวง,TH1607,Sap Champa,ซับจำปา,TH160703,0.367049,0.004531
5917,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Bueng Sam Phan,บึงสามพัน,TH6708,Sap Mai Daeng,ซับไม้แดง,TH670802,0.518638,0.008394
5918,Polygon,Thailand,ประเทศไทย,TH,Sa Kaeo,สระแก้ว,TH27,Khlong Hat,คลองหาด,TH2702,Sap Makrut,ซับมะกรูด,TH270203,0.430823,0.004573
5919,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Wichian Buri,วิเชียรบุรี,TH6705,Sap Noi,ซับน้อย,TH670514,0.547372,0.012643
5920,Polygon,Thailand,ประเทศไทย,TH,Loei,เลย,TH42,Erawan,เอราวัณ,TH4213,Sap Phaiwan,ทรัพย์ไพวัลย์,TH421304,0.380326,0.005833
5921,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Nang Rong,นางรอง,TH3104,Sap Phraya,ทรัพย์พระยา,TH310418,0.320662,0.004526
5922,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Chon Daen,ชนแดน,TH6702,Sap Phutsa,ซับพุทรา,TH670208,0.533595,0.00913
5923,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Wang Pong,วังโป่ง,TH6710,Sap Poep,ซับเปิบ,TH671003,0.518223,0.012037
5924,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Bueng Sam Phan,บึงสามพัน,TH6708,Sap Samo Thot,ซับสมอทอด,TH670801,0.551824,0.006055
5925,Polygon,Thailand,ประเทศไทย,TH,Saraburi,สระบุรี,TH19,Muak Lek,มวกเหล็ก,TH1911,Sap Sanun,ซับสนุ่น,TH191109,0.521798,0.008382
5926,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Mueang Chaiyaphum,เมืองชัยภูมิ,TH3601,Sap Si Thong,ซับสีทอง,TH360119,0.815582,0.014721
5927,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Lam Sonthi,ลำสนธิ,TH1610,Sap Sombun,ซับสมบูรณ์,TH161002,0.439752,0.003997
5928,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Khok Pho Chai,โคกโพธิ์ไชย,TH4022,Sap Sombun,ซับสมบูรณ์,TH402203,0.330911,0.005455
5929,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Wichian Buri,วิเชียรบุรี,TH6705,Sap Sombun,ซับสมบูรณ์,TH670510,0.372593,0.005419
5930,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Chai Badan,ชัยบาดาล,TH1604,Sap Takhian,ซับตะเคียน,TH160409,0.443442,0.006536
5931,Polygon,Thailand,ประเทศไทย,TH,Surat Thani,สุราษฎร์ธานี,TH84,Ban Na Doem,บ้านนาเดิม,TH8413,Sap Thawi,ทรัพย์ทวี,TH841303,0.444045,0.005795
5932,Polygon,Thailand,ประเทศไทย,TH,Chaiyaphum,ชัยภูมิ,TH36,Sap Yai,ซับใหญ่,TH3616,Sap Yai,ซับใหญ่,TH361601,0.708949,0.009741
5933,Polygon,Thailand,ประเทศไทย,TH,Chai Nat,ชัยนาท,TH18,Nong Mamong,หนองมะโมง,TH1807,Saphan Hin,สะพานหิน,TH180703,0.5388,0.008014
5934,Polygon,Thailand,ประเทศไทย,TH,Prachin Buri,ปราจีนบุรี,TH25,Na Di,นาดี,TH2503,Saphan Hin,สะพานหิน,TH250303,1.024137,0.017895
5935,Polygon,Thailand,ประเทศไทย,TH,Phetchaburi,เพชรบุรี,TH76,Ban Lat,บ้านลาด,TH7606,Saphan Krai,สะพานไกร,TH760611,0.056436,0.000114
5936,Polygon,Thailand,ประเทศไทย,TH,Songkhla,สงขลา,TH90,Chana,จะนะ,TH9003,Saphan Mai Kaen,สะพานไม้แก่น,TH900303,0.433221,0.004855
5937,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Wang Thonglang,วังทองหลาง,TH1045,Saphan Song,สะพานสอง,TH104502,0.06668,0.000144
5938,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Saphan Sung,สะพานสูง,TH1044,Saphan Sung,สะพานสูง,TH104401,0.231038,0.002338
5939,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Bang Ban,บางบาล,TH1405,Saphan Thai,สะพานไทย,TH140504,0.198203,0.000416
5940,Polygon,Thailand,ประเทศไทย,TH,Chumphon,ชุมพร,TH86,Pathio,ปะทิว,TH8603,Saphli,สะพลี,TH860303,0.428666,0.005067
5941,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Trakan Phuet Phon,ตระการพืชผล,TH3411,Saphue,สะพือ,TH341116,0.2548,0.00203
5942,Polygon,Thailand,ประเทศไทย,TH,Si Sa Ket,ศรีสะเกษ,TH33,Si Rattana,ศรีรัตนะ,TH3314,Saphung,สะพุง,TH331407,0.220136,0.002357
5943,Polygon,Thailand,ประเทศไทย,TH,Chai Nat,ชัยนาท,TH18,Sapphaya,สรรพยา,TH1804,Sapphaya,สรรพยา,TH180401,0.258394,0.002642
5944,Polygon,Thailand,ประเทศไทย,TH,Sukhothai,สุโขทัย,TH64,Si Satchanalai,ศรีสัชนาลัย,TH6405,Sarachit,สารจิตร,TH640511,0.36164,0.004667
5945,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Chum Phuang,ชุมพวง,TH3017,Sarai,สาหร่าย,TH301704,0.352656,0.003383
5946,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Nong Bun Mak,หนองบุญมาก,TH3022,Saraphi,สารภี,TH302202,0.333397,0.00457
5947,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Pho Sai,โพธิ์ไทร,TH3421,Saraphi,สารภี,TH342105,0.641101,0.01044
5948,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,Saraphi,สารภี,TH5019,Saraphi,สารภี,TH501902,0.144877,0.000788
5949,Polygon,Thailand,ประเทศไทย,TH,Nakhon Nayok,นครนายก,TH26,Mueang Nakhon Nayok,เมืองนครนายก,TH2601,Sarika,สาริกา,TH260110,0.918273,0.020554
5950,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Mueang Yala,เมืองยะลา,TH9501,Sateng,สะเตง,TH950101,0.244603,0.001501
5951,Polygon,Thailand,ประเทศไทย,TH,Yala,ยะลา,TH95,Mueang Yala,เมืองยะลา,TH9501,Sateng Nok,สะเตงนอก,TH950116,0.338464,0.002632
5952,Polygon,Thailand,ประเทศไทย,TH,Nan,น่าน,TH55,Na Noi,นาน้อย,TH5504,Sathan,สถาน,TH550404,1.045867,0.022876
5953,Polygon,Thailand,ประเทศไทย,TH,Nan,น่าน,TH55,Pua,ปัว,TH5505,Sathan,สถาน,TH550503,0.270608,0.002884
5954,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Chiang Khong,เชียงของ,TH5703,Sathan,สถาน,TH570302,0.550333,0.008925
5955,Polygon,Thailand,ประเทศไทย,TH,Songkhla,สงขลา,TH90,Singhanakhon,สิงหนคร,TH9015,Sathing Mo,สทิงหม้อ,TH901502,0.315502,0.003571
5956,Polygon,Thailand,ประเทศไทย,TH,Songkhla,สงขลา,TH90,Na Thawi,นาทวี,TH9004,Sathon,สะท้อน,TH900407,0.631794,0.009133
5957,Polygon,Thailand,ประเทศไทย,TH,Trat,ตราด,TH23,Khao Saming,เขาสมิง,TH2303,Sato,สะตอ,TH230305,0.690479,0.007474
5958,Polygon,Thailand,ประเทศไทย,TH,Chanthaburi,จันทบุรี,TH22,Soi Dao,สอยดาว,TH2207,Saton,สะตอน,TH220705,0.397162,0.0059
5959,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Sattahip,สัตหีบ,TH2009,Sattahip,สัตหีบ,TH200901,0.921893,0.008166
5960,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Satuek,สตึก,TH3111,Satuek,สตึก,TH311101,0.378604,0.004414
5961,Polygon,Thailand,ประเทศไทย,TH,Ang Thong,อ่างทอง,TH15,Sawaeng Ha,แสวงหา,TH1505,Sawaeng Ha,แสวงหา,TH150501,0.274966,0.002653
5962,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Mueang Surin,เมืองสุรินทร์,TH3201,Sawai,สวาย,TH320113,0.450106,0.0061
5963,Polygon,Thailand,ประเทศไทย,TH,Si Sa Ket,ศรีสะเกษ,TH33,Prang Ku,ปรางค์กู่,TH3307,Sawai,สวาย,TH330709,0.245149,0.002288
5964,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Mueang Buri Ram,เมืองบุรีรัมย์,TH3101,Sawai Chik,สวายจีก,TH310106,0.381122,0.005025
5965,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Sawang Wirawong,สว่างวีระวงศ์,TH3432,Sawang,สว่าง,TH343204,0.374047,0.005629
5966,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Phon Thong,โพนทอง,TH4507,Sawang,สว่าง,TH450704,0.367114,0.003786
5967,Polygon,Thailand,ประเทศไทย,TH,Sakon Nakhon,สกลนคร,TH47,Phanna Nikhom,พรรณานิคม,TH4704,Sawang,สว่าง,TH470408,0.663579,0.007499
5968,Polygon,Thailand,ประเทศไทย,TH,Phayao,พะเยา,TH56,Dok Khamtai,ดอกคำใต้,TH5605,Sawang Arom,สว่างอารมณ์,TH560511,0.283332,0.002309
5969,Polygon,Thailand,ประเทศไทย,TH,Uthai Thani,อุทัยธานี,TH61,Sawang Arom,สว่างอารมณ์,TH6103,Sawang Arom,สว่างอารมณ์,TH610301,0.385766,0.003442
5970,Polygon,Thailand,ประเทศไทย,TH,Sakon Nakhon,สกลนคร,TH47,Sawang Daen Din,สว่างแดนดิน,TH4712,Sawang Daen Din,สว่างแดนดิน,TH471201,0.588324,0.009246
5971,Polygon,Thailand,ประเทศไทย,TH,Yasothon,ยโสธร,TH35,Loeng Nok Tha,เลิงนกทา,TH3508,Sawat,สวาท,TH350803,0.502779,0.00833
5972,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Sawathi,สาวะถี,TH400108,0.502372,0.008281
5973,Polygon,Thailand,ประเทศไทย,TH,Chumphon,ชุมพร,TH86,Sawi,สวี,TH8607,Sawi,สวี,TH860702,0.27327,0.00227
5974,Polygon,Thailand,ประเทศไทย,TH,Surat Thani,สุราษฎร์ธานี,TH84,Tha Chang,ท่าฉาง,TH8411,Sawiat,เสวียด,TH841105,0.480343,0.0071
5975,Polygon,Thailand,ประเทศไทย,TH,Narathiwat,นราธิวาส,TH96,Rueso,รือเสาะ,TH9606,Sawo,สาวอ,TH960602,0.288915,0.003582
5976,Polygon,Thailand,ประเทศไทย,TH,Ubon Ratchathani,อุบลราชธานี,TH34,Trakan Phuet Phon,ตระการพืชผล,TH3411,Se Pet,เซเป็ด,TH341115,0.298562,0.002504
5977,Polygon,Thailand,ประเทศไทย,TH,Bueng Kan,บึงกาฬ,TH38,Seka,เซกา,TH3804,Seka,เซกา,TH380401,0.797332,0.012095
5978,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Sung Noen,สูงเนิน,TH3018,Sema,เสมา,TH301802,0.506523,0.007204
5979,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Bua Yai,บัวใหญ่,TH3012,Sema Yai,เสมาใหญ่,TH301204,0.319995,0.003323
5980,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Sena,เสนา,TH1412,Sena,เสนา,TH141201,0.051115,0.000069
5981,Polygon,Thailand,ประเทศไทย,TH,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Uthai,อุทัย,TH1414,Sena,เสนา,TH141407,0.205376,0.001198
5982,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Chatuchak,จตุจักร,TH1030,Sena Nikhom,เสนานิคม,TH103002,0.07342,0.000238
5983,Polygon,Thailand,ประเทศไทย,TH,Amnat Charoen,อำนาจเจริญ,TH37,Senangkhanikhom,เสนางคนิคม,TH3705,Senangkhanikhom,เสนางคนิคม,TH370501,0.578401,0.008603
5984,Polygon,Thailand,ประเทศไทย,TH,Si Sa Ket,ศรีสะเกษ,TH33,Khun Han,ขุนหาญ,TH3308,Si,สิ,TH330801,0.242849,0.002304
5985,Polygon,Thailand,ประเทศไทย,TH,Udon Thani,อุดรธานี,TH41,Kumphawapi,กุมภวาปี,TH4104,Si-O,สีออ,TH410410,0.329194,0.002937
5986,Polygon,Thailand,ประเทศไทย,TH,Narathiwat,นราธิวาส,TH96,Si Sakhon,ศรีสาคร,TH9607,Si Banphot,ศรีบรรพต,TH960706,0.507659,0.009604
5987,Polygon,Thailand,ประเทศไทย,TH,Lamphun,ลำพูน,TH51,Mueang Lamphun,เมืองลำพูน,TH5101,Si Bua Ban,ศรีบัวบาน,TH510116,0.658049,0.010007
5988,Polygon,Thailand,ประเทศไทย,TH,Ang Thong,อ่างทอง,TH15,Sawaeng Ha,แสวงหา,TH1505,Si Bua Thong,สีบัวทอง,TH150505,0.302948,0.003112
5989,Polygon,Thailand,ประเทศไทย,TH,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Si Bun Rueang,ศรีบุญเรือง,TH3904,Si Bun Rueang,ศรีบุญเรือง,TH390402,0.447658,0.005162
5990,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Chonnabot,ชนบท,TH4018,Si Bun Rueang,ศรีบุญเรือง,TH401806,0.324965,0.001877
5991,Polygon,Thailand,ประเทศไทย,TH,Mukdahan,มุกดาหาร,TH49,Mueang Mukdahan,เมืองมุกดาหาร,TH4901,Si Bun Rueang,ศรีบุญเรือง,TH490102,0.129302,0.000809
5992,Polygon,Thailand,ประเทศไทย,TH,Bueng Kan,บึงกาฬ,TH38,Phon Charoen,พรเจริญ,TH3802,Si Chomphu,ศรีชมภู,TH380201,0.436748,0.002903
5993,Polygon,Thailand,ประเทศไทย,TH,Bueng Kan,บึงกาฬ,TH38,So Phisai,โซ่พิสัย,TH3803,Si Chomphu,ศรีชมภู,TH380303,0.63104,0.00973
5994,Polygon,Thailand,ประเทศไทย,TH,Khon Kaen,ขอนแก่น,TH40,Si Chomphu,สีชมพู,TH4006,Si Chomphu,สีชมพู,TH400601,0.423149,0.004403
5995,Polygon,Thailand,ประเทศไทย,TH,Nakhon Phanom,นครพนม,TH48,Na Kae,นาแก,TH4807,Si Chomphu,สีชมพู,TH480715,0.347317,0.001822
5996,Polygon,Thailand,ประเทศไทย,TH,Nakhon Nayok,นครนายก,TH26,Mueang Nakhon Nayok,เมืองนครนายก,TH2601,Si Chula,ศรีจุฬา,TH260107,0.428995,0.005906
5997,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Thoeng,เทิง,TH5704,Si Don Chai,ศรีดอนไชย,TH570412,0.360858,0.00391
5998,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Chiang Khong,เชียงของ,TH5703,Si Don Chai,ศรีดอนชัย,TH570308,0.822281,0.011025
5999,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Chiang Saen,เชียงแสน,TH5708,Si Don Mun,ศรีดอนมูล,TH570804,0.556853,0.005435
6000,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,Chai Prakan,ไชยปราการ,TH5021,Si Dong Yen,ศรีดงเย็น,TH502102,0.91539,0.026193
6001,Polygon,Thailand,ประเทศไทย,TH,Nakhon Nayok,นครนายก,TH26,Ban Na,บ้านนา,TH2603,Si Ka-Ang,ศรีกะอาง,TH260310,0.422709,0.004009
6002,Polygon,Thailand,ประเทศไทย,TH,Si Sa Ket,ศรีสะเกษ,TH33,Si Rattana,ศรีรัตนะ,TH3314,Si Kaeo,ศรีแก้ว,TH331401,0.21584,0.002176
6003,Polygon,Thailand,ประเทศไทย,TH,Yasothon,ยโสธร,TH35,Loeng Nok Tha,เลิงนกทา,TH3508,Si Kaeo,ศรีแก้ว,TH350814,0.467044,0.007775
6004,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Mueang Roi Et,เมืองร้อยเอ็ด,TH4501,Si Kaeo,สีแก้ว,TH450108,0.344276,0.004949
6005,Polygon,Thailand,ประเทศไทย,TH,Nong Khai,หนองคาย,TH43,Mueang Nong Khai,เมืองหนองคาย,TH4301,Si Kai,สีกาย,TH430119,0.225615,0.001751
6006,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Don Mueang,ดอนเมือง,TH1036,Si Kan,สีกัน,TH103602,0.144842,0.000973
6007,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Mae Chan,แม่จัน,TH5707,Si Kham,ศรีค้ำ,TH570711,0.483523,0.003247
6008,Polygon,Thailand,ประเทศไทย,TH,Sukhothai,สุโขทัย,TH64,Khiri Mat,คีรีมาศ,TH6403,Si Khiri Mat,ศรีคีรีมาศ,TH640305,0.625652,0.012879
6009,Polygon,Thailand,ประเทศไทย,TH,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Sichon,สิชล,TH8014,Si Khit,สี่ขีด,TH801406,0.559944,0.01078
6010,Polygon,Thailand,ประเทศไทย,TH,Lop Buri,ลพบุรี,TH16,Mueang Lop Buri,เมืองลพบุรี,TH1601,Si Khlong,สี่คลอง,TH160124,0.203684,0.001202
6011,Polygon,Thailand,ประเทศไทย,TH,Roi Et,ร้อยเอ็ด,TH45,Chaturaphak Phiman,จตุรพักตรพิมาน,TH4504,Si Khot,ศรีโคตร,TH450412,0.205049,0.002468
6012,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Chakkarat,จักราช,TH3006,Si Lako,ศรีละกอ,TH300610,0.534017,0.008384
6013,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Prakhon Chai,ประโคนชัย,TH3107,Si Liam,สี่เหลี่ยม,TH310721,0.261291,0.002741
6014,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Bang Rak,บางรัก,TH1004,Si Lom,สีลม,TH100402,0.064901,0.000127
6015,Polygon,Thailand,ประเทศไทย,TH,Prachin Buri,ปราจีนบุรี,TH25,Si Maha Phot,ศรีมหาโพธิ,TH2508,Si Maha Phot,ศรีมหาโพธิ,TH250801,0.800317,0.005932
6016,Polygon,Thailand,ประเทศไทย,TH,Nakhon Pathom,นครปฐม,TH73,Nakhon Chai Si,นครชัยศรี,TH7303,Si Mahapho,ศรีมหาโพธิ์,TH730314,0.201803,0.001301
6017,Polygon,Thailand,ประเทศไทย,TH,Phetchabun,เพชรบูรณ์,TH67,Bueng Sam Phan,บึงสามพัน,TH6708,Si Mongkhon,ศรีมงคล,TH670807,0.316951,0.003277
6018,Polygon,Thailand,ประเทศไทย,TH,Kanchanaburi,กาญจนบุรี,TH71,Sai Yok,ไทรโยค,TH7102,Si Mongkhon,ศรีมงคล,TH710206,1.068293,0.02444
6019,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Mae Sai,แม่สาย,TH5709,Si Mueang Chum,ศรีเมืองชุม,TH570905,0.384724,0.003626
6020,Polygon,Thailand,ประเทศไทย,TH,Ratchaburi,ราชบุรี,TH70,Damnoen Saduak,ดำเนินสะดวก,TH7004,Si Muen,สี่หมื่น,TH700410,0.132793,0.00076
6021,Polygon,Thailand,ประเทศไทย,TH,Nakhon Ratchasima,นครราชสีมา,TH30,Mueang Nakhon Ratchasima,เมืองนครราชสีมา,TH3001,Si Mum,สีมุม,TH300121,0.237194,0.001862
6022,Polygon,Thailand,ประเทศไทย,TH,Sukhothai,สุโขทัย,TH64,Si Nakhon,ศรีนคร,TH6408,Si Nakhon,ศรีนคร,TH640801,0.236254,0.002452
6023,Polygon,Thailand,ประเทศไทย,TH,Surin,สุรินทร์,TH32,Chumphon Buri,ชุมพลบุรี,TH3202,Si Narong,ศรีณรงค์,TH320204,0.293972,0.003402
6024,Polygon,Thailand,ประเทศไทย,TH,Nakhon Nayok,นครนายก,TH26,Mueang Nakhon Nayok,เมืองนครนายก,TH2601,Si Nawa,ศรีนาวา,TH260109,0.303556,0.001728
6025,Polygon,Thailand,ประเทศไทย,TH,Si Sa Ket,ศรีสะเกษ,TH33,Si Rattana,ศรีรัตนะ,TH3314,Si Non Ngam,ศรีโนนงาม,TH331406,0.257148,0.002325
6026,Polygon,Thailand,ประเทศไทย,TH,Uttaradit,อุตรดิตถ์,TH53,Laplae,ลับแล,TH5308,Si Phanom Mat,ศรีพนมมาศ,TH530801,0.045623,0.000128
6027,Polygon,Thailand,ประเทศไทย,TH,Chanthaburi,จันทบุรี,TH22,Tha Mai,ท่าใหม่,TH2203,Si Phaya,สีพยา,TH220303,0.17456,0.00085
6028,Polygon,Thailand,ประเทศไทย,TH,Phitsanulok,พิษณุโลก,TH65,Phrom Phiram,พรหมพิราม,TH6506,Si Phirom,ศรีภิรมย์,TH650606,0.562633,0.007406
6029,Polygon,Thailand,ประเทศไทย,TH,Chiang Rai,เชียงราย,TH57,Pa Daet,ป่าแดด,TH5706,Si Pho Ngoen,ศรีโพธิ์เงิน,TH570606,0.289383,0.002511
6030,Polygon,Thailand,ประเทศไทย,TH,Ang Thong,อ่างทอง,TH15,Sawaeng Ha,แสวงหา,TH1505,Si Phran,ศรีพราน,TH150502,0.169937,0.001189
6031,Polygon,Thailand,ประเทศไทย,TH,Bangkok,กรุงเทพมหานคร,TH10,Bang Rak,บางรัก,TH1004,Si Phraya,สี่พระยา,TH100405,0.042057,0.000064
6032,Polygon,Thailand,ประเทศไทย,TH,Buri Ram,บุรีรัมย์,TH31,Krasang,กระสัง,TH3103,Si Phum,ศรีภูมิ,TH310311,0.261794,0.002362
6033,Polygon,Thailand,ประเทศไทย,TH,Chiang Mai,เชียงใหม่,TH50,Mueang Chiang Mai,เมืองเชียงใหม่,TH5001,Si Phum,ศรีภูมิ,TH500101,0.075253,0.000219
6034,Polygon,Thailand,ประเทศไทย,TH,Nan,น่าน,TH55,Tha Wang Pha,ท่าวังผา,TH5506,Si Phum,ศรีภูมิ,TH550606,0.537179,0.007089
6035,Polygon,Thailand,ประเทศไทย,TH,Suphan Buri,สุพรรณบุรี,TH72,Si Prachan,ศรีประจันต์,TH7205,Si Prachan,ศรีประจันต์,TH720501,0.291332,0.002865
6036,Polygon,Thailand,ประเทศไทย,TH,Chon Buri,ชลบุรี,TH20,Si Racha,ศรีราชา,TH2007,Si Racha,ศรีราชา,TH200701,0.081696,0.000198
6037,Polygon,Thailand,ประเทศไทย,TH,Ang Thong,อ่างทอง,TH15,Wiset Chai Chan,วิเศษชัยชาญ,TH1506,Si Roi,สี่ร้อย,TH150611,0.183833,0.000882
6038,Polygon,Thailand,ประเทศไทย,TH,Si Sa Ket,ศรีสะเกษ,TH33,Khukhan,ขุขันธ์,TH3305,Si Sa-At,ศรีสะอาด,TH330528,0.241177,0.001555
6039,Polygon,Thailand,ประเทศไทย,TH,Narathiwat,นราธิวาส,TH96,Si Sakhon,ศรีสาคร,TH9607,Si Sakhon,ศรีสาคร,TH960703,0.706474,0.014577
